,Q3A,Q5A,Q10A,Q13A,Q16A,Q17A,Q21A,Q24A,Q26A,Q31A,Q34A,Q37A,Q38A,Q42A,Extraverted-enthusiastic,Critical-quarrelsome,Dependable-self_disciplined,Anxious-easily upset,Open to new experiences-complex,Reserved-quiet,Sympathetic-warm,Disorganized-careless,Calm-emotionally_stable,Conventional-uncreative,VCL1,VCL2,VCL3,VCL4,VCL5,VCL6,VCL7,VCL8,VCL9,VCL10,VCL11,VCL12,VCL13,VCL14,VCL15,VCL16,education,urban,gender,engnat,age,screensize,hand,religion,orientation,race,voted,married,familysize,AgeGroups,Condition
13668,2,2,0,3,0,2,1,2,2,2,2,0,2,1,4,4,6,7,7,4,6,3,1,4,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,2,2,1,15,1,1,2,1,60,2,1,4,1,2
18451,1,0,0,1,1,1,0,0,1,1,1,0,0,0,1,5,5,4,7,7,7,6,5,4,1,1,0,1,1,0,0,0,0,1,0,1,0,0,1,1,3,3,2,2,19,1,1,3,1,10,2,1,2,2,0
9631,0,1,1,1,0,2,0,0,1,0,2,0,0,1,2,1,4,7,6,6,7,2,3,3,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,2,1,2,1,18,1,1,6,2,60,2,1,2,2,0
6090,2,2,3,3,3,3,3,2,2,3,3,1,3,3,1,3,5,6,5,5,5,7,1,6,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,2,3,2,2,19,2,1,4,1,10,2,1,4,2,2
16650,0,1,0,0,1,0,0,0,1,0,0,0,0,1,4,5,7,4,4,1,4,5,3,4,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,3,3,1,2,22,1,1,10,1,10,2,1,5,3,0
11428,2,3,2,3,2,1,2,1,2,2,0,2,1,2,6,4,7,3,7,2,7,2,6,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,2,1,2,1,21,2,1,5,1,60,2,1,4,2,2
3173,2,2,1,3,3,3,2,2,2,2,3,3,2,2,5,6,5,7,7,0,6,6,4,5,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,2,1,2,2,17,1,1,10,1,10,1,1,3,2,2
6366,2,1,1,1,1,1,0,1,2,2,1,0,1,1,5,4,4,6,5,6,5,5,3,5,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,3,2,2,14,2,1,4,2,10,2,1,3,1,1
26820,1,3,0,1,0,0,1,1,0,2,1,0,1,3,2,1,3,5,7,6,6,5,3,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,3,1,2,1,27,2,3,12,1,60,1,1,1,3,1
9000,0,1,2,1,1,1,1,1,1,1,0,1,1,1,3,4,4,4,3,5,5,3,3,4,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,3,2,2,17,1,1,7,1,10,2,1,2,2,0
7499,1,1,2,2,1,3,1,1,2,1,3,2,2,1,5,5,5,6,6,4,6,5,2,4,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,2,2,2,2,19,1,1,10,1,10,2,1,4,2,2
20592,0,0,0,1,0,0,0,0,0,0,0,0,0,1,6,4,4,5,6,2,6,2,6,2,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,4,1,2,2,25,1,1,10,1,70,1,1,7,3,0
14084,0,1,0,1,0,0,0,0,1,0,0,0,0,0,7,5,5,4,7,1,7,1,2,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,2,3,2,2,17,1,1,8,1,10,2,1,3,2,0
34095,1,2,1,1,1,2,1,1,0,1,1,0,1,1,5,4,5,6,6,4,6,5,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,3,3,2,1,20,1,1,7,1,60,1,1,2,2,1
20699,1,1,1,1,1,1,0,2,2,2,0,0,0,1,5,5,6,6,5,5,5,4,5,6,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,2,2,1,2,18,1,1,10,1,10,2,1,1,2,0
2144,3,2,1,3,1,3,3,1,3,2,3,2,3,1,3,5,4,7,3,3,7,5,2,4,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,3,2,1,16,2,1,3,1,70,0,1,2,1,2
7037,1,1,1,3,2,2,2,2,2,3,1,2,1,2,4,4,5,6,4,7,7,7,4,3,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,2,1,1,2,17,1,2,10,2,10,2,1,5,2,2
6229,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,6,6,6,5,4,5,7,3,7,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,2,2,2,2,17,1,1,10,1,10,2,1,4,2,0
5669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,6,2,5,5,6,4,7,4,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,2,1,2,2,19,1,1,10,1,10,2,1,3,2,0
2080,1,1,1,2,0,1,1,2,3,2,2,1,1,2,1,5,6,7,1,7,3,4,1,7,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,2,2,2,14,1,1,7,1,60,2,1,2,1,1
20308,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,2,6,2,6,5,6,5,7,2,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,3,2,2,2,37,2,1,4,1,10,1,1,4,4,0
20324,1,1,2,2,2,1,0,2,3,0,1,3,1,0,5,4,5,7,5,6,7,5,5,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,2,1,2,2,20,1,1,10,3,10,2,1,8,2,1
35771,0,2,1,1,0,1,1,1,2,1,1,1,0,3,5,5,5,3,6,7,6,6,3,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,2,1,1,1,18,2,1,1,1,60,2,1,4,2,1
2533,1,0,0,1,0,0,0,0,1,1,0,0,0,1,3,4,5,4,5,7,4,5,4,3,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,2,2,2,2,21,1,3,10,1,10,2,1,6,2,0
19351,1,0,2,1,0,0,2,1,2,0,1,1,2,1,6,4,6,5,5,5,6,3,3,6,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,4,2,2,2,26,1,1,10,2,10,2,1,3,3,1
11260,2,3,3,2,2,3,3,2,1,2,2,2,2,3,6,2,7,4,5,6,7,5,4,1,1,1,0,1,1,1,0,0,0,1,0,0,1,1,1,1,2,2,2,1,17,1,3,12,2,60,2,1,1,2,2
6370,0,1,0,2,1,1,2,1,1,1,2,2,1,1,3,3,5,7,5,6,6,2,7,3,1,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1,3,3,2,2,19,1,1,10,1,10,2,1,6,2,1
28286,1,1,1,2,1,1,1,1,0,1,1,1,1,1,5,3,5,3,5,5,6,3,5,4,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,4,1,2,2,27,1,1,10,1,10,1,1,6,3,1
6895,0,0,0,0,1,2,2,0,1,0,1,1,1,1,5,6,6,4,7,4,7,5,7,7,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,3,2,2,2,19,1,1,10,1,10,2,1,4,2,0
2785,0,1,1,1,0,2,2,2,1,0,1,2,3,1,1,5,5,6,5,7,3,6,5,4,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,2,1,1,15,1,1,2,2,70,2,1,1,1,1
5276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,7,1,7,1,7,1,7,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,3,3,2,1,20,1,2,10,4,10,2,1,3,2,0
1032,1,0,0,0,1,1,1,1,1,0,0,1,1,3,2,5,3,6,3,7,5,6,4,3,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,3,3,2,1,25,2,1,1,1,60,1,1,5,3,0
16145,0,0,0,0,0,0,0,0,1,0,0,0,0,1,7,6,7,5,6,2,5,2,6,4,1,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,3,3,2,2,23,1,1,10,1,10,1,1,3,3,0
10027,2,1,0,1,0,2,1,1,1,2,1,1,0,3,1,5,3,7,5,7,5,2,3,4,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,3,2,2,2,23,2,2,10,1,10,2,1,5,3,1
18705,0,0,1,1,0,0,0,0,0,0,0,0,0,1,5,5,6,6,6,5,6,6,6,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,4,2,1,2,26,1,1,10,1,70,1,1,3,3,0
18196,1,1,0,1,1,1,1,1,1,1,1,1,1,1,4,5,6,6,6,2,6,6,6,3,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,4,3,2,1,25,1,2,10,1,10,2,1,4,3,0
13472,0,1,0,1,0,0,0,0,0,0,0,0,0,1,6,5,6,5,7,2,7,5,6,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,2,3,2,2,35,1,1,7,1,60,1,2,2,3,0
14144,0,2,1,1,0,1,1,1,0,1,1,0,0,2,1,2,7,5,5,7,5,1,5,5,1,1,0,1,1,1,1,1,0,1,0,0,1,1,1,1,4,1,2,1,29,2,3,12,2,60,1,2,14,3,0
2738,1,2,1,1,0,0,0,1,1,1,1,0,0,2,5,4,5,5,5,5,4,6,3,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,1,15,2,2,4,1,60,2,1,4,1,0
19703,0,0,0,2,0,0,0,1,1,1,0,1,0,1,5,4,7,6,4,6,4,4,6,4,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,3,2,2,21,1,1,10,0,70,2,1,3,2,0
16418,1,1,0,0,0,0,0,0,0,1,1,0,3,0,5,4,5,5,5,5,5,3,5,5,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,2,1,2,2,22,1,1,10,1,10,2,1,8,3,0
17468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,7,5,7,5,7,1,7,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,2,2,2,2,21,1,1,10,1,10,2,1,5,2,0
36295,1,1,2,1,0,1,2,1,1,0,1,2,2,0,6,5,6,4,5,5,6,2,4,2,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,3,2,2,2,28,2,1,3,4,10,2,1,6,3,1
141,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,7,1,1,4,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,2,1,14,2,1,7,3,60,2,1,1,1,2
14017,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2,3,2,6,6,6,6,6,2,3,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,3,3,2,2,21,2,1,4,1,10,1,1,2,2,0
5799,2,2,3,3,3,0,3,3,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,3,2,2,21,2,1,10,0,20,2,1,5,2,2
29620,1,1,1,2,1,2,1,1,1,1,1,1,1,1,2,5,5,7,5,6,7,3,2,5,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,2,3,2,2,18,2,1,2,2,60,2,1,2,2,1
20130,1,1,2,3,2,1,0,1,3,0,1,0,0,1,5,2,3,7,7,7,7,7,5,5,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,2,3,2,2,22,1,1,10,3,10,1,1,5,3,1
18393,1,1,0,1,0,1,0,1,1,1,3,0,0,1,6,6,5,7,7,5,6,5,3,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,2,2,2,2,21,1,1,10,1,10,2,1,2,2,0
34517,3,0,0,0,3,1,2,3,3,0,3,0,0,2,7,1,5,1,5,7,5,1,6,5,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,3,3,1,2,18,1,2,10,5,10,2,1,6,2,1
7751,1,1,3,2,2,2,3,2,2,2,3,2,2,2,2,1,6,7,1,7,4,5,2,5,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,3,1,2,15,1,2,2,3,60,2,1,2,1,2
246,1,2,3,1,3,3,2,2,1,1,2,3,2,3,1,6,1,6,5,6,2,6,1,6,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,2,2,17,2,1,1,1,60,2,1,2,2,2
7080,1,1,1,2,0,3,3,1,1,3,3,1,3,3,5,4,6,7,6,7,6,7,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,2,1,19,2,1,10,5,70,2,1,6,2,2
9358,0,1,0,1,1,2,0,1,1,2,0,2,0,1,5,3,5,3,5,2,7,5,6,5,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,4,2,2,1,24,1,1,10,4,70,2,1,6,3,0
14091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,4,7,5,5,5,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,2,19,1,1,8,1,10,2,1,2,2,0
3850,1,1,3,2,0,1,1,1,2,3,1,3,3,1,6,5,6,5,7,6,5,5,5,1,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,3,3,1,1,23,2,1,2,1,60,1,1,2,3,2
13191,3,3,3,3,2,3,3,3,3,3,3,3,3,3,7,2,7,6,6,1,7,2,6,5,1,1,0,1,1,0,0,1,0,1,0,1,0,1,1,1,2,3,2,1,18,2,1,6,1,70,2,1,2,2,2
4746,1,1,0,1,0,1,1,0,0,1,1,1,1,0,5,5,6,5,5,4,6,3,3,4,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,2,3,2,2,19,1,1,10,2,10,2,1,7,2,0
852,0,0,0,1,0,0,0,0,1,0,0,0,0,0,7,7,7,2,7,1,6,1,6,1,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,3,2,1,1,41,2,1,12,1,70,1,1,1,4,0
17725,0,0,0,0,1,0,0,1,0,1,0,0,0,1,5,5,5,6,3,4,5,5,3,7,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,2,3,2,2,16,1,1,10,0,10,2,1,4,1,0
1457,2,2,3,2,3,2,3,1,2,2,2,2,2,3,4,6,4,7,7,7,1,7,2,2,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,2,3,2,2,22,1,1,2,2,70,2,1,0,3,2
29239,1,2,0,1,1,3,0,0,2,1,3,0,0,1,2,5,6,6,6,7,6,5,4,3,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,2,3,2,2,19,1,1,10,1,10,2,1,3,2,1
11334,2,2,2,2,2,3,2,3,3,3,3,3,2,2,4,2,6,5,5,4,6,2,4,5,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,3,3,2,1,32,2,1,6,1,60,1,2,2,3,2
7523,0,1,0,1,1,1,1,0,1,1,2,0,1,1,7,5,7,3,7,1,7,7,4,4,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,3,1,2,1,20,1,1,10,4,10,2,1,3,2,0
21953,1,0,0,2,3,2,0,3,1,3,0,0,3,2,5,4,6,5,7,2,6,5,3,6,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,2,3,2,2,19,1,1,10,5,10,2,1,6,2,1
5449,2,2,2,1,2,2,2,0,0,2,2,1,2,2,5,6,3,5,5,4,6,6,5,5,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,3,3,2,2,25,1,1,10,1,10,2,1,5,3,2
10477,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,5,6,7,7,7,7,2,3,2,1,1,0,1,1,0,0,0,0,1,0,1,1,1,1,1,2,2,2,1,18,1,1,10,2,10,2,1,2,2,0
17476,0,0,1,1,1,1,0,1,0,1,1,0,0,1,3,5,6,3,6,6,6,3,6,6,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,4,1,2,2,26,1,0,10,0,10,1,0,6,3,0
6115,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,4,7,7,7,7,7,7,4,4,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,3,2,1,14,1,1,10,0,10,2,1,2,1,0
10682,2,3,3,3,1,1,2,2,2,3,1,3,2,2,6,2,6,5,5,3,6,7,3,6,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,2,2,1,1,17,1,1,2,1,60,2,1,4,2,2
4297,3,3,3,3,3,3,3,3,3,3,0,3,3,3,4,4,7,7,6,7,7,7,1,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,3,2,2,15,1,2,10,1,10,2,1,4,1,2
19350,1,1,0,1,3,3,1,2,1,1,3,1,1,1,3,2,6,6,2,7,6,6,6,7,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,3,2,2,2,20,1,2,10,0,10,2,1,3,2,1
22045,1,1,1,1,2,2,1,1,1,1,1,1,1,1,4,5,6,4,4,7,7,4,5,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,1,2,2,19,1,2,10,4,10,2,1,6,2,1
34037,1,1,1,1,1,1,1,1,2,1,1,0,1,1,2,2,4,6,4,5,5,6,2,5,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,2,1,2,2,17,1,1,10,1,10,2,1,2,2,1
26865,1,1,1,1,2,1,1,2,1,1,1,1,1,1,2,4,6,5,4,6,6,5,5,5,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,2,1,2,2,23,1,1,10,1,70,1,1,4,3,1
5080,1,1,0,2,0,0,0,0,1,1,0,0,0,0,5,4,4,7,4,4,6,2,4,2,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,2,3,2,2,20,1,1,10,1,10,2,1,2,2,0
23626,1,1,1,0,3,1,1,0,1,0,2,1,1,1,6,6,6,7,5,5,6,5,6,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,2,3,2,2,20,1,1,10,1,10,2,1,5,2,1
8960,2,3,2,3,1,2,3,1,2,1,3,1,1,2,5,4,5,6,5,5,6,6,6,6,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,3,2,2,16,1,1,10,1,10,2,1,3,1,2
7571,1,2,3,3,3,3,3,1,3,2,3,3,3,3,6,2,7,6,6,5,4,4,4,6,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,3,2,2,16,2,1,4,2,10,2,1,2,1,2
9894,3,2,1,3,1,1,1,3,2,1,2,1,2,3,6,3,5,5,7,2,6,3,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,2,2,2,2,22,1,1,10,1,10,2,1,6,3,2
10273,2,3,3,3,2,3,3,2,3,3,3,3,3,3,2,5,6,6,5,6,5,3,2,5,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,2,3,2,2,37,2,1,2,1,60,1,1,2,4,2
11089,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,3,6,2,7,1,6,5,2,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,4,3,2,2,30,2,1,7,1,60,2,1,2,3,2
7896,3,3,3,3,2,3,3,3,3,2,3,3,3,3,5,1,7,6,5,6,7,6,3,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,3,3,2,2,21,1,1,10,5,20,1,1,2,2,2
10071,3,2,3,3,3,3,2,3,3,3,3,3,3,2,5,4,6,7,3,6,7,7,4,2,1,1,1,1,1,0,0,0,1,1,0,1,0,1,1,1,2,3,1,1,14,1,1,6,1,30,2,1,3,1,2
10177,3,3,3,3,3,2,3,3,3,3,3,3,2,3,2,6,2,7,4,5,5,3,2,6,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,3,2,2,2,26,2,1,10,1,10,2,1,2,3,2
35837,1,2,0,1,3,2,2,2,2,1,2,0,1,0,3,3,5,4,6,7,4,5,4,5,1,1,0,1,1,0,0,0,0,1,0,1,0,0,1,1,4,1,2,2,23,1,1,10,1,70,2,1,7,3,1
14433,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,4,5,4,3,6,7,5,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,4,3,1,2,21,1,1,8,1,10,2,1,2,2,0
11306,2,3,2,3,3,0,0,3,3,3,0,0,0,3,3,4,2,7,6,2,7,3,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,3,3,2,2,22,1,2,12,2,60,2,1,2,3,2
7361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,4,4,7,5,3,4,3,1,1,0,1,1,0,0,1,0,1,0,0,0,1,1,1,3,2,2,1,20,1,1,10,1,10,2,1,5,2,0
37727,1,1,1,2,2,2,1,1,1,2,1,1,2,1,3,2,7,7,6,7,5,5,3,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,3,1,2,2,27,1,2,10,1,10,1,1,10,3,1
7548,2,3,3,3,3,3,3,2,0,2,3,2,2,3,3,5,5,5,1,7,6,3,3,5,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,2,3,2,2,18,1,1,1,1,60,2,1,4,2,2
3949,3,3,3,3,3,3,3,2,3,3,3,3,3,3,7,5,5,1,7,5,7,3,7,1,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,1,0,1,1,18,1,3,7,1,10,2,1,4,2,2
8154,1,2,1,2,2,1,0,2,2,2,1,0,1,2,3,5,6,5,3,7,6,6,3,4,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,3,2,2,2,22,1,1,10,4,10,2,1,3,3,1
27113,1,1,1,2,2,1,1,0,1,1,1,1,1,1,4,5,6,6,3,5,5,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,2,19,2,1,10,1,10,2,1,5,2,1
13404,1,3,0,1,1,0,0,2,2,1,2,0,0,3,6,2,7,4,7,3,7,1,3,6,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,4,3,2,1,52,2,1,4,1,60,2,2,2,5,1
9683,1,2,2,2,2,2,2,1,2,1,2,1,2,1,3,5,6,3,5,3,4,5,5,4,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,2,2,2,2,19,2,1,10,1,10,2,1,1,2,2
13432,1,2,1,3,3,3,2,2,2,2,1,2,2,0,5,4,4,7,5,4,6,7,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,2,2,1,15,1,2,4,1,10,2,1,2,1,2
11846,1,1,1,3,2,1,1,2,2,1,1,1,2,2,3,4,3,6,3,5,4,6,2,5,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,2,1,2,2,22,1,1,10,1,70,2,1,2,3,2
9444,0,2,1,3,0,3,2,3,2,1,3,2,2,1,2,4,5,7,4,7,4,5,2,4,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,4,3,2,1,25,1,1,10,1,10,2,1,4,3,2
17014,0,1,0,2,1,0,0,1,1,0,1,1,0,1,3,4,6,3,7,5,4,5,6,2,0,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,3,3,2,1,23,1,1,10,1,10,2,1,4,3,0
12044,2,1,1,1,1,2,2,1,3,2,1,1,1,1,3,1,7,6,6,6,6,2,2,2,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,3,1,1,53,1,1,12,1,60,1,3,1,5,1
20772,1,0,0,1,0,0,0,0,1,0,1,0,0,1,5,6,6,6,4,6,5,4,3,5,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,1,2,2,2,2,21,1,1,10,1,10,2,1,4,2,0
10153,0,0,0,1,1,0,1,0,0,0,0,0,1,0,5,6,7,6,6,5,5,5,3,2,1,1,0,1,1,0,0,0,0,1,1,0,1,1,1,1,2,3,2,2,21,2,1,2,1,60,2,1,1,2,0
2282,0,1,1,2,0,0,1,0,1,0,0,1,0,0,6,2,6,1,7,1,4,4,6,3,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,3,3,1,1,29,1,1,10,1,10,1,1,3,3,0
8689,1,3,3,3,2,3,3,1,3,0,3,3,3,3,1,6,6,7,1,6,7,1,3,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,2,1,1,2,20,1,1,10,1,10,2,1,3,2,2
615,0,3,1,3,3,2,0,3,2,1,0,0,0,3,5,5,6,7,6,4,7,5,1,5,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,3,2,2,1,22,1,1,12,2,50,1,1,2,3,2
10452,1,1,2,1,2,1,1,1,1,1,1,1,1,2,1,6,6,7,4,7,2,3,1,2,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,3,2,1,14,1,1,4,1,70,2,1,2,1,1
5890,2,1,3,1,2,3,2,3,1,2,1,1,1,2,4,4,7,5,4,7,7,7,3,6,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2,1,2,2,18,1,1,10,1,10,2,1,5,2,2
12136,2,2,2,1,2,1,3,3,2,1,1,3,3,2,3,5,6,2,5,7,3,5,3,3,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,2,1,0,1,19,2,1,2,4,60,2,1,2,2,2
13122,1,1,0,0,0,0,0,0,0,1,0,0,0,1,3,2,5,3,7,6,7,5,6,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,4,2,1,1,56,2,1,1,3,60,1,2,3,5,0
1100,1,1,1,2,0,1,1,1,3,1,2,1,2,2,7,2,3,2,7,1,7,5,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,2,3,2,1,39,2,2,7,1,60,2,2,4,4,1
3720,1,1,1,1,1,1,2,3,2,1,1,1,0,2,2,5,2,3,1,5,3,6,1,3,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,2,2,2,1,47,2,1,7,1,60,2,3,6,4,1
4730,2,2,2,3,2,2,2,3,1,3,2,3,3,3,4,4,1,4,5,4,6,7,4,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,3,2,2,16,2,1,10,1,70,2,1,5,1,2
3071,2,3,3,3,3,1,1,3,2,2,1,3,2,3,3,6,3,7,4,4,4,5,3,3,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,2,2,1,2,19,1,1,8,0,10,1,1,0,2,2
5358,1,1,1,1,1,2,2,1,2,1,1,1,1,2,3,1,6,6,2,7,6,4,3,6,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,3,1,2,2,24,1,1,10,0,10,2,1,4,3,1
2643,0,3,2,3,0,1,1,1,1,2,3,1,1,3,1,5,3,7,7,7,3,5,1,3,1,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,2,1,2,1,18,2,3,12,2,60,2,1,6,2,2
3151,2,1,1,1,3,3,2,3,1,2,2,1,0,3,2,6,6,6,2,5,3,5,4,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,2,2,1,16,1,1,4,2,60,2,1,2,1,2
12754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,7,1,7,2,7,2,6,2,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,2,2,1,1,28,1,1,12,3,30,1,1,3,3,0
8848,1,3,1,3,2,2,2,2,3,2,2,2,3,3,2,5,7,5,5,5,6,2,3,4,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,1,3,1,2,2,20,1,1,10,1,10,2,1,4,2,2
15814,1,3,1,1,1,1,0,1,2,1,0,0,0,2,4,3,7,3,5,5,7,1,4,2,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,0,2,2,1,34,1,1,1,1,60,2,2,1,3,1
10102,2,3,3,3,2,3,2,3,3,3,3,3,3,3,2,2,5,7,6,4,6,2,3,4,1,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,2,3,1,18,2,1,12,5,60,2,1,2,2,2
